Original order,Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Investigator or Source,Date_propre
3283,1983.06.22,22-Jun-83,1983,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",FATAL,Y,"Chicago Tribune, 8/21/1983, p.B7",1983-06-22
3282,1983.06.20,20-Jun-83,1983,USA,Florida,"Cocoa Beach, Brevard County",Left foot lacerated,N,"Miami Herald, 6/22/1983, p.2B",1983-06-20
3281,1983.06.15,15-Jun-83,1983,BAHAMAS,nc.,Carter Cay,Lacerations to hand & foot,N,"E.  Pace, FSAF",1983-06-15
3280,1983.06.15,15-Jun-83,1983,ITALY,Northwest Italy,Riomaggiore (Ligura),"No injury, shark ""harassed"" him at depth of 5 m",N,MEDSAF,1983-06-15
3279,1983.06.00,Jun-83,1983,BAHAMAS,Berry Islands,Whale Cay,Lacerations to thigh & buttocks,N,"E. Pace, FSAF & M. Levine, GSAF",1983-06-00
3278,1983.05.31,31-May-83,1983,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County","Left calf, knee & hands lacerated",N,"E. Pace; Miami Herald, 6/2/1983, p.10A",1983-05-31
3277,1983.05.24,24-May-83,1983,USA,Florida," Riviera Beach, Palm Beach County","Knocked off board by shark, no injury",N,"E. Pace, FSAF",1983-05-24
3276,1983.05.21,21-May-83,1983,USA,Florida,"Haulover Inlet, Dade County",Right foot bitten,N,"The Palm Beach Post, 3/15/1989;  Miami Herald, 5/22/1983 & 3/15/1989",1983-05-21
3275,1983.04.19,19-Apr-83,1983,USA,Florida,nc.,No details,Nc.,"M. Vorenberg, GSAF",1983-04-19
3274,1983.04.12,12-Apr-83,1983,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Puncture wounds to foot,N,"R. Horn, East London Aquarium; Natal Witness, 4/14/1983",1983-04-12
3273,1983.04.02.b,02-Apr-83,1983,USA,Florida,"Lake Worth Beach, Palm Beach County",Left foot bitten,N,"Miami Herald, 4/3/1983, p.2D",1983-04-02
3272,1983.04.02.a,02-Apr-83,1983,SOUTH AFRICA,KwaZulu-Natal,Mpande,Survived,N,"Unverified report, NSB",1983-04-02
3271,1983.03.30.a,30-Mar-83,1983,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Right calf lacerated,N,"W. Johnson, M. Levine, GSAF; G. Charter, B. Davis, G. Cliff, NSB; T. Wallett, pp.65-66",1983-03-30
3270,1983.03.22,22-Mar-83,1983,SOUTH AFRICA,Eastern Cape Province,Nahoon,"No injury, board bitten",N,"G. Cliff, NSB",1983-03-22
3269,1983.03.10,10-Mar-83,1983,USA,Florida,"Juno Beach, Palm Beach County","Shark nudged board, no injury",N,"M. Vorenberg, GSAF",1983-03-10
3268,1983.03.00,Mar-83,1983,NEW CALEDONIA,Loyalty Islands,"We, Lifou",Calf bitten,N,W. Leander,1983-03-00
3267,1983.02.20,20-Feb-83,1983,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Puncture wounds to buttocks,N,"G. Charter, B. Davis & G. Cliff; Natal Mercury 2/22/1983",1983-02-20
3266,1983.01.24,24-Jan-83,1983,USA,South Carolina,60 miles southeast of Beaufort,Leg bitten by captive shark PROVOKED INCIDENT,N,"Wilmington MorningStar, 1/25/1983",1983-01-24
3265,1983.01.15,15-Jan-83,1983,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,FATAL,Y,"G. Cliff & B. Davis, NSB",1983-01-15
3264,1983.01.10,10-Jan-83,1983,SOUTH AFRICA,Western Cape Province,Muizenberg,Left foot lacerated,N,"Mrs. Crewe, B. Lipschitz, M. Levine, GSAF",1983-01-10
3263,1983.01.08,08-Jan-83,1983,SOUTH AFRICA,Western Cape Province,Holbaai,"No injury, rammed by shark",N,"P. deBruyn, M. Levine, GSAF",1983-01-08
3262,1983.00.00.d,Ca. 1983,1983,nc.,English Channel,nc.,Left leg bitten,N,"Times of India, 2/5/2012",1983-00-00
3261,1983.00.00.c,1983,1983,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula","FATAL, arm/shoulder severed",Y,S. Combs,1983-00-00
3260,1983.00.00.b,1983,1983,USA,North & South Carolina,nc.,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N,F. Schwartz,1983-00-00
3259,1982.11.00,Nov-82,1982,USA,South Carolina,"Isle of Palms, Charleston County",Arm bitten,N, F. Schwartz,1982-11-00
3258,1982.10.13,13-Oct-82,1982,USA,Florida,North Dade- Interama area of Biscayne Bay,Left foot lacerated,N,"P. Hamm, Miami Herald, 10/15/1982",1982-10-13
3257,1982.09.30.b,30-Sep-82,1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London","No injury, pressure ding on surfboard",N,"R. Horn, E.L. Aquarium",1982-09-30
3256,1982.09.30.a,30-Sep-82,1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London","No Injury, surfboard bitten",N,"M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46-47",1982-09-30
3255,1982.09.27,27-Sep-82,1982,USA,Florida,"Patrick Air Force Base, Brevard County",Laceration to lower left leg,N,"Miami Herald, 9/28/1982",1982-09-27
3254,1982.09.25,25-Sep-82,1982,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Lacerations to hand,N,R. Collier,1982-09-25
3253,1982.09.19,19-Sep-82,1982,USA,California,"Bear Harbor, Mendocino County",Upper left thigh & buttocks bitten,N,"R.N. Lea & D. Miller; Herder, p. 1-3; R. Collier, pp.89-91; A. MacCormick, pp.80-81",1982-09-19
3252,1982.09.04,04-Sep-82,1982,USA,Florida,"Hollywood Beach, Broward County","Remains recovered from shark, but shark involvement prior to death unknown",Y,"Z. Arocha, Miami Herald, 9/5/1982",1982-09-04
3251,1982.08.29.c,29-Aug-82,1982,JAPAN,Kumamoto Prefecture,Ariake Bay,FATAL,Y,K. Nakaya,1982-08-29
3250,1982.08.29.b,29-Aug-82,1982,USA,California,"Morro Rock, Morro Bay, San Obispo County","No Injury, board bitten",N,"R.N. Lea & D. Miller; R. Collier, pp.87-89      ",1982-08-29
3249,1982.08.29.a,29-Aug-82,1982,SOUTH AFRICA,Western Cape Province,Langebaan,"Left knee, lower leg & foot bitten",N,"V. Keet, M. Levine, GSAF",1982-08-29
3248,1982.08.00,Late Aug-1982,1982,TUNISIA,nc.,"Skanes, near Monaster",Thigh lacerated,N,MEDSAF,1982-08-00
3247,1982.07.31,31-Jul-82,1982,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,"No injury, swim fin bitten",N,"M. Levine, GSAF",1982-07-31
3246,1982.07.24.b,24-Jul-82,1982,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London","No injury, ski bitten",N,"B. Plumb, M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46",1982-07-24
3245,1982.07.24.a,24-Jul-82,1982,USA,California,"Point Buchon, San Luis Obispo County","No Injury, board bitten",N,"R.N. Lea & D. Miller; R. Collier, pp.86-87; G. Ambrose, pp.113-120",1982-07-24
3244,1982.07.19,19-Jul-82,1982,USA,Florida,"Stuart Beach, Martin County ",Left ankle bitten,N,"Miami Herald, 7/21/1982, p.1D",1982-07-19
3243,1982.07.11, 11-Jul-1982,1982,USA,California,"Malibu, Los Angeles County",Laceration to left thigh,N,"Chronicle Telegram, 7/12/1982, p.A4; Daily Herald , 7/13/1982",1982-07-11
3242,1982.07.01,01-Jul-82,1982,USA,Florida,"Daytona Beach, Volusia County",Laceration to left leg,N,"Daytona Beach Morning Journal, 7/2/1982",1982-07-01
3241,1982.07.00,Jul-82,1982,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",Left arm bitten,N,W. Leander,1982-07-00
3240,1982.06.29,29-Jun-82,1982,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,FATAL,Y,"M. Levine, GSAF; R.B. Wilson, B. Davis, NSB; T. Wallett, p.46",1982-06-29
3239,1982.06.26.b,26-Jun-82,1982,USA,South Carolina,"Isle of Palms, Charleston County",Left arm bitten,N,"Chillicothe Constitution Tribune, 6/30/1982",1982-06-26
3238,1982.06.26.a,26-Jun-82,1982,BAHAMAS,Andros Islands,North Rat Cay Reef,Arm severed at elbow,N,"R. Attrill; R.D. Weeks, GSAF",1982-06-26
3237,1982.06.25,  25-Jun-1982,1982,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Foot bitten,N,"Wellsboro Gazette, 6/30/1982",1982-06-25
3236,1982.06.13,13-Jun-82,1982,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Thigh bitten 3 times,N,"J. Borg, p.76; L. Taylor (1993), pp.106-107; Windsurfing Magazine, Sept/Oct 1993",1982-06-13
3235,1982.05.00,May-82,1982,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",Human remains recovered,Y,"Clay Creswell, GSAF",1982-05-00
3234,1982.03.10,10-Mar-82,1982,USA,Florida,"Palm Beach, Palm Beach County",Elbow bitten,N,"M. Vorenberg, GSAF",1982-03-10
3233,1982.03.07,07-Mar-82,1982,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Legs bitten  FATAL,Y,"A. Sharpe, pp.4, 86-87",1982-03-07
3232,1982.03.00,Mar-82,1982,NEW CALEDONIA,nc.,nc.,Arm bitten,N,W. Leander,1982-03-00
3231,1982.02.28,28-Feb-82,1982,AUSTRALIA,Tasmania,South Cape Bay,"FATAL, body not recovered",Y,"C. Black, pp. 159-163",1982-02-28
3230,1982.02.27,27-Feb-82,1982,USA,Florida,"Hobe Sound, Palm Beach County",Lacerations to left hand and forearm,N,"Palm Beach Post, 3/2/1982   ",1982-02-27
3229,1982.02.17,17-Feb-82,1982,SOUTH AFRICA,Western Cape Province,Mossel Bay,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,"Mossel Bay Advertiser, 2/19/1982",1982-02-17
3228,1982.02.14.b,14-Feb-82,1982,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Left leg bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",1982-02-14
3227,1982.02.14.a,14-Feb-82,1982,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Right foot bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",1982-02-14
3226,1982.02.13,13-Feb-82,1982,USA,Florida,"Palm Beach, Palm Beach County",Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,"M. Vorenberg, GSAF",1982-02-13
3225,1982.02.07.a,07-Feb-82,1982,USA,California,"Stillwater Cove, Sonoma County",Calf & ankle bitten,N,"R.N. Lea & D. Miller; R. Collier, p.86",1982-02-07
3224,1982.02.07..b,07-Feb-82,1982,USA,Florida,Elliot Key,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,"Miami Herald, 9/5/1982, p.1B",
3223,1982.01.29,29-Jan-82,1982,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Right shin & toe lacerated,N,"J. Phillips-Page, M. Levine, GSAF",1982-01-29
3222,1982.00.00.c,1982,1982,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",No details,Nc.,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",1982-00-00
3221,1982.00.00.b,1982,1982,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",No injury,N,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",1982-00-00
3220,1982.00.00.a,1982,1982,TUNISIA,Biserta,Bechateur,No details,Nc.,MEDSAF,1982-00-00
3219,1981.12.19,19-Dec-81,1981,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula","FATAL, torso bitten",Y,"R.N. Lea & D. Miller; R. Collier, pp.84-85; A. MacCormick, p.220",1981-12-19
3218,1981.12.13.b,13-Dec-81,1981,AUSTRALIA,Queensland,Green Island,Abdomen lacerated,N,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",1981-12-13
3217,1981.12.13.a,13-Dec-81,1981,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",Right leg severely bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",1981-12-13
3216,1981.11.30,30-Nov-81,1981,REUNION,Saint-Philippe,Vicendo,Survived,N,G. Van Grevelynghe,1981-11-30
3215,1981.10.19.b,19-Oct-81,1981,SOUTH AFRICA,Western Cape Province,Mossel Bay,Hand lacerated  PROVOKED INCIDENT,N,"M. Levine, GSAF",1981-10-19
3214,1981.11.09,09-Nov-81,1981,USA,Hawaii,"La'au Point, Moloka'i",Hand bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105",1981-11-09
3213,1981.10.19.a,19-Oct-81,1981,USA,Florida,"Jupiter Island, Brevard County",Hand & forearm bitten,N,"Chronicle Telegram, 10/20/1981 ",1981-10-19
3212,1981.10.17,17-Oct-81,1981,USA,Florida,"Palm Beach, Palm Beach County",No details,Nc.,"M. Vorenberg, GSAF",1981-10-17
3211,1981.10.16,16-Oct-81,1981,USA,Florida,"Cocoa Beach, Brevard County",Puncture wounds to left foot,N,"The Bulletin, 10/19/1981",1981-10-16
3210,1981.10.01,01-Oct-81,1981,USA,Florida,"Playalinda Beach, Brevard County",Laceration to right leg,N,"St. Petersburg Times, 10/3/1981",1981-10-01
3209,1981.09.28,28-Sep-81,1981,USA,Florida,"Cocoa Beach, Brevard County",5 puncture marks to hip,N,"St. Petersburg Times, 10/1/1981",1981-09-28
3208,1981.09.27,27-Sep-81,1981,USA,Florida,"Melbourne Beach, Brevard County",Lacerations to right hand,N,"Sarasota Herald-Tribune, 9/29/1981",1981-09-27
3207,1981.09.15,15-Sep-81,1981,USA,Florida,"Tampa Bay, Manatee County","FATAL, right calf bitten",Y,"S. Pelham, M.D.; NY Times, 9/21/1981, p.18, col.1; E. Pace, FSAF",1981-09-15
3206,1981.09.03.b,03-Sep-81,1981,USA,Florida,"Patrick Air Force Base, Brevard County",Lacerations to 2 fingers of left hand,N,"St Petersburg Times, 9/5/1981",1981-09-03
3205,1981.09.03.a,03-Sep-81,1981,USA,Florida,"Cocoa Beach, Brevard County",Laceration to foot,N,"St Petersburg Times, 9/5/1981",1981-09-03
3204,1981.08.29,29-Aug-81,1981,USA,Florida,"New Smyrna Beach, Volusia County",Laceration to left ankle,N,"Pacific Stars and Stripes, 8/31/1981 ",1981-08-29
3203,1981.08.24.b,24-Aug-81,1981,USA,Florida,Gulf Island National Seashore Park,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,"A. MacCormick, pp.82-83, citing the New Orleans Times-Picayune, 8/25/1981",1981-08-24
3202,1981.08.24.a,24-Aug-81,1981,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,Y,"J. Borg, p.75; L. Taylor (1993), pp.104-105",1981-08-24
3201,1981.08.10.b,10-Aug-81,1981,USA,Florida,"Marathon, Monroe County",Bite to face,N,"E. Pace, FSAF",1981-08-10
3200,1981.08.10.a,10-Aug-81,1981,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",FATAL,Y,"E. Pace, GSAF; J. McAniff, SAF; A. MacCormick, pp.12 & 13; Orlando Sentinel, 12/6/1985; K Duffy, Daytona Beach News Journal, 8/26/2001",1981-08-10
3199,1981.08.07,07-Aug-81,1981,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island ",Upper right arm bitten,N,"R. Marx, E. Clark; M. Levine, GSAF; Note: Marx says the incident took place in 8/8/1982 or 1983",1981-08-07
3198,1981.07.20,20-Jul-81,1981,USA,Florida,"St. Petersburg Beach, Pinellas County","Foot bitten between arch & big toe, no stitches required",N,"E. Pace, GSAF",1981-07-20
3197,1981.07.18,18-Jul-81,1981,SOUTH AFRICA,Eastern Cape Province,Nahoon,7 lacerations to right foot,N,"B. V.D. Helm; R. Horn; M. Levine, GSAF",1981-07-18
3196,1981.07.07,07-Jul-81,1981,USA,Florida,Carter Cay,Left foot & ankle lacerated,N,"E. Pace, GSAF",1981-07-07
3195,1981.07.01,01-Jul-81,1981,SOUTH AFRICA,KwaZulu-Natal,Clansthal,Laceration to calf,N,"Chronicle Telegram, 7/1/1981",1981-07-01
3194,1981.06.15.R,Reported 15-Jun-1981,1981,ENGLAND,nc.,Isle of Wight,Minor injuries from shark that leapt aboard their boat,N,"The Times (London), 6/15/1981",1981-06-15
3193,1981.06.12,12-Jun-81,1981,USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i","Probable drowning, 1/3 of shark-multilated body recovered",Y,"J. Borg, p.74; L. Taylor (1993), pp.104-105",1981-06-12
3192,1981.05.24,24-May-81,1981,USA,Hawaii,"Ha'ena Beach Park, Kaua'i","FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Y,"J. Borg, p.87; L. Taylor (1993), pp.104-105",1981-05-24
3191,1981.05.23,23-May-81,1981,SOUTH KOREA,Chungnam,Wae-yeon Island,FATAL,Y,Y. Choi & K. Nakaya,1981-05-23
3190,1981.05.20,20-May-81,1981,SOUTH AFRICA,Eastern Cape Province,Nahoon,"Shark & board collided. No injury, but board was dented",N,"M. Jury, M. Levine, GSAF",1981-05-20
3189,1981.05.19,19-May-81,1981,USA,Florida,"Sands Cut, Elliot Key",Massive tissue damage of left arm,N,J. McAniff; Miami Herald 5/22/1981,1981-05-19
3188,1981.05.16,16-May-81,1981,USA,Florida,"Jacksonville, Duval County",Left arm bitten,N,"E. Pace, FSAF",1981-05-16
3187,1981.05.10,10-May-81,1981,SOUTH AFRICA,Eastern Cape Province,Kings Beach,"No Injury, board bitten",N,"M. Smale, PE Museum",1981-05-10
3186,1981.05.07,07-May-81,1981,NAMIBIA,Eronogo Region,Walvis Bay,Lacerations PROVOKED INCIDENT,N,"M. Levine, GSAF; Natal Witness",1981-05-07
3185,1981.03.08,08-Mar-81,1981,BERMUDA,nc.,nc.,Next day 2 bodies recovered from sharks,N,"New York Times, 3/13/1981",1981-03-08
3184,1981.05.05,05-May-81,1981,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,"Left leg bitten, surgically amputated",N,"S. Hammerton, M. Levine, GSAF; W. Pople,  G. Charter, NSB",1981-05-05
3183,1981.03.25,25-Mar-81,1981,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","Lacerations on calf, ankle & heel",N,M. Vorenberg,1981-03-25
3182,1981.03.24,24-Mar-81,1981,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Puncture wounds on  right thigh,N,M. Vorenberg,1981-03-24
3181,1981.03.04,04-Mar-81,1981,CHILE,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",Foot & ankle bitten,N,J. McCosker & A.C. Engana,1981-03-04
3180,1981.03.00,Mar-81,1981,BRAZIL,Rio de Janeiro,Cabo Frio,nc.,Nc.,"Globo, ",1981-03-00
3179,1981.02.19,19-Feb-81,1981,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Foot lacerated,N,"R. Guy, M. Levine, GSAF",1981-02-19
3178,1981.02.16,16-Feb-81,1981,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",Puncture wounds to foot,N,"A. Sharpe, p.134",1981-02-16
3177,1981.02.07,07-Feb-81,1981,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",No details,Nc.,"T. Peake, GSAF",1981-02-07
3176,1981.02.02,02-Feb-81,1981,USA,Florida,"Juno Beach, Palm Beach County",Lacerations & punctures in left calf & ankle,N,M. Vorenberg,1981-02-02
3175,1981.02.00,Feb-81,1981,BRAZIL,Rio de Janeiro,Cabo Frio,Left arm lacerated,N,O. Gadig,1981-02-00
3174,1981.01.30,30-Jan-81,1981,USA,Florida,20 miles from Mayport,3 small punctures in scalp & ripped nostril,N,J. McAniff,1981-01-30
3173,1981.01.01,01-Jan-81,1981,SOUTH AFRICA,KwaZulu-Natal,Widenham,Probable drowning & scavenging,Y,"W.O. Hutt; W. Pople, G. Charter, B. Davis, Natal Sharks Board",1981-01-01
3172,1981.00.00.b,1981,1981,AUSTRALIA,New South Wales,Byron Bay,"No injury, ski bitten",N,"Sunday Mail (QLD), 9/6/1987, p.10",1981-00-00
3171,1981.00.00.a,Summer of 1981,1981,GREECE,Pagasitikos Gulf,nc.,Minor injury,N,M. Bardanis,1981-00-00
3170,1980.12.30,12-30-1980,1980,SOUTH AFRICA,Eastern Cape Province,Nahoon,"No injury, paddleski bitten",N,"N. Yates, M. Levine, GSAF",1980-12-30
3169,1980.12.26,26-Dec-80,1980,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Probable drowning & scavenging,Y,"Eastern Province Herald, 12/29/1980",1980-12-26
3168,1980.11.24,24-Nov-80,1980,REUNION,Grand'Anse,Petite-Ile,Bitten twice,N,G. Van Grevelynghe,1980-11-24
3167,1980.11.18,18-Nov-80,1980,AUSTRALIA,Western Australia,Lancelin,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N,"A. Sharpe, pp.133-134",1980-11-18
3166,1980.11.17,17-Nov-80,1980,SOUTH AFRICA,KwaZulu-Natal,Mnini,Probable  drowning & scavenging,Y,"W.O. Hutt;  G. Charter, B. Davis, Natal Sharks Board",1980-11-17
3165,1980.11.11.,11-Nov-80,1980,BRAZIL,Pernambuco,Piedade,FATAL,Y,"JC Online, 6/25/2012",1980-11-11
3164,1980.10.27,27-Oct-80,1980,USA,Oregon,Off Umpqua River,Thigh lacerated,N,"R.N.  Lea & D. Miller; R. Collier, pp.83-84",1980-10-27
3163,1980.10.17,17-Oct-80,1980,USA,California,"Moonstone Beach, Humboldt County",No injury,N,"R. N. Lea & D. Miller; R. Collier, pp.82-83",1980-10-17
3162,1980.08.22.R,Reported 22-Aug-1980,1980,MEXICO,nc.,nc.,FATAL,Y,"Valley Independent, 8/22/1980, p.16",1980-08-22
3161,1980.08.10,10-Aug-80,1980,USA,North Carolina,"Ocean Isle, Brunswick County",Bitten behind knee & lower leg,N,"Chronicle Telegram, 8/11/1980; F. Schwartz, p.23",1980-08-10
3160,1980.08.04,04-Aug-80,1980,USA,Hawaii,"Puamana, Lahaina, Maui",Torso bitten,N,"J. Borg, p.75; L. Taylor (1993), pp.104-105 - Note: SAF lists this as 8/10/1980",1980-08-04
3159,1980.07.26,26-Jul-80,1980,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",Thigh injured,N,C. Moore,1980-07-26
3158,1980.07.27,27-Jul-80,1980,USA,New Jersey,"Ocean City, Cape May County",Back bitten,N,J. Moffat; W. Ruderman,1980-07-27
3157,1980.07.23,23-Jul-80,1980,USA,Delaware,Dewey Beach,"No injury, shark bit her bathing suit",N,"Washington Post, 7/23/1980",1980-07-23
3156,1980.07.00,Late Jul-1980,1980,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County","No injury, bumped off board",N,"C. Creswell, GSAF, J. Barnes",1980-07-00
3155,1980.07.00,Early Jul-1980,1980,USA,Florida,"New Smyrna Beach, Volusia County",Lower leg bitten,N,"Daytona Beach Morning Journal, 7/9/1980",1980-07-00
3154,1980.06.26,26-Jun-80,1980,USA,California,"Off San Clemente Island, Los Angeles County",Laceration to lower leg   PROVOKED INCIDENT,N,"The Australian Women's Weekly, 10/1/1980",1980-06-26
3153,1980.05.15,15-May-80,1980,SOUTH AFRICA,Eastern Cape Province,Fullers Bay,"No injury, board bitten",N,"C. Vernon, G. Ross, P.E. Museum; M. Levine, GSAF",1980-05-15
3152,1980.04.25,25-Apr-80,1980,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",Hand bitten by speared shark PROVOKED INCIDENT,N,"The Gleaner, 7/27/1980",1980-04-25
3151,1980.04.22,22-Apr-80,1980,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",FATAL x 2,Y,"Daily Collegian, 4/24/1980",1980-04-22
3150,1980.04.00,Apr-80,1980,MEXICO,Sinaloa,Mazatlán,Right calf bitten,N,K. Giambalvo-Sprague; R. Collier,1980-04-00
3149,1980.03.29,29-Mar-80,1980,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,FATAL,Y,"W. Pople, G. Charter, B. Davis, Natal Sharks Board",1980-03-29
3148,1980.03.28,28-Mar-80,1980,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Right leg bitten,N,M. Szpilman,1980-03-28
3147,1980.03.15,15-Mar-80,1980,PHILIPPINES,nc.,250 miles southwest of Manila,FATAL,Y,"Valley Independent, 3/17/1980",1980-03-15
3146,1980.03.11,11-Mar-80,1980,SOUTH AFRICA,Western Cape Province,Velddrif,Leg lacerated by netted shark PROVOKED INCIDENT,N,"F.M. Binneman, P. Logan, M. Levine, GSAF",1980-03-11
3145,1980.01.31,31-Jan-80,1980,SOUTH AFRICA,KwaZulu-Natal,Ballito,"Both hands & heel of left foot lacerated, right foot severed",N,"M. Levine, GSAF; W. Pople, G. Charter, B. Davis, NSB; T. Wallett, p.60",1980-01-31
